Sales 2016,Bin,Bin,Frequency,Sales 2017,Bin,Bin,Frequency,Sales 2018,Bin,Bin,Frequency,Sales 2019,Bin,Bin,Frequency
2033.584,,,,9.68,,,,389.97,,,,11.784,,,
16.704,,,,4899.93,,,,185.528,,,,164.88,,,
247.8,,,,239.94,,,,6.9,,,,1292.94,,,
32.896,,,,23.84,,,,57.69,,,,25.584,,,
14.67,,,,100.8,,,,305.01,,,,261.74,,,
10.56,,,,166.92,,,,50.784,,,,14.4,,,
229.94,,,,117.882,,,,26.01,,,,9.912,,,
447.944,,,,2.992,,,,59.99,,,,318.43,,,
79.45,,,,108.768,,,,72,,,,5.8,,,
30.36,,,,25.92,,,,113.888,,,,1415.76,,,
292.272,,,,22.58,,,,158.13,,,,480,,,
23.99,,,,61.44,,,,286.4,,,,34.05,,,
20.65,,,,10.86,,,,142.182,,,,89.97,,,
204.9,,,,21.98,,,,22.752,,,,8.82,,,
600.558,,,,2621.322,,,,16.52,,,,10.86,,,
300.416,,,,74.76,,,,1.408,,,,143.7,,,
221.16,,,,364.776,,,,169.568,,,,22.72,,,
281.97,,,,89.696,,,,19.44,,,,8.928,,,
230.352,,,,50.12,,,,194.352,,,,47.584,,,
3.984,,,,24.56,,,,36.624,,,,19.44,,,
13.04,,,,7.218,,,,340.182,,,,9.82,,,
218.352,,,,27.2,,,,12.672,,,,15.96,,,
18.75,,,,146.73,,,,6.888,,,,10.08,,,
65.78,,,,29.9,,,,32.544,,,,101.34,,,
64.02,,,,246.168,,,,347.802,,,,95.68,,,
491.55,,,,15.552,,,,40.74,,,,50.96,,,
3.48,,,,482.94,,,,14.4,,,,113.94,,,
13.194,,,,299.98,,,,149.95,,,,25.92,,,
1080.096,,,,403.68,,,,16.9,,,,20.32,,,
71.976,,,,41.9,,,,17.61,,,,411.98,,,
65.44,,,,28.91,,,,378,,,,34.48,,,
296.712,,,,23.64,,,,17.64,,,,244.55,,,
10.048,,,,84.784,,,,373.08,,,,114.848,,,
807.75,,,,64.96,,,,1336.44,,,,95.616,,,
32.952,,,,32.06,,,,29.97,,,,191.976,,,
13.36,,,,177.648,,,,313.176,,,,23.832,,,
29.808,,,,287.91,,,,866.646,,,,409.216,,,
5.88,,,,22.368,,,,43.13,,,,72.588,,,
230.28,,,,32.368,,,,30.87,,,,32.4,,,
767.214,,,,207.984,,,,167.84,,,,149.95,,,
62.85,,,,8.28,,,,386.68,,,,23.32,,,
81.96,,,,555.96,,,,379.96,,,,16.74,,,
238.62,,,,2.808,,,,539.91,,,,35.4,,,
139.8,,,,14.576,,,,41.24,,,,12.624,,,
276.28,,,,23.2,,,,51.897,,,,89.584,,,
182.352,,,,16.464,,,,552.56,,,,471.92,,,
129.888,,,,2.376,,,,23.16,,,,18.18,,,
498,,,,143.128,,,,126.08,,,,4.842,,,
14.32,,,,3.488,,,,449.1,,,,272.646,,,
48.944,,,,21.728,,,,85.246,,,,212.8,,,
24.9,,,,663.072,,,,32.712,,,,38.52,,,
56.064,,,,99.588,,,,9.248,,,,72.64,,,
70.56,,,,49.568,,,,1036.624,,,,45.4,,,
4.832,,,,29.372,,,,14.88,,,,13.76,,,
18.24,,,,344.704,,,,34.24,,,,80.991,,,
25.92,,,,19.44,,,,261.74,,,,11.784,,,
120.768,,,,44.688,,,,87.84,,,,4.36,,,
505.176,,,,301.47,,,,1499.95,,,,2888.127,,,
174.0585,,,,389.97,,,,13.568,,,,1299.66,,,
25.3,,,,269.91,,,,12.78,,,,2254.41,,,
95.94,,,,102.582,,,,23.36,,,,104.85,,,
38.976,,,,20.04,,,,8.952,,,,59.97,,,
119.8,,,,18.176,,,,8.856,,,,20.16,,,
8.736,,,,41.424,,,,85.246,,,,80.48,,,
3.984,,,,244.768,,,,266.352,,,,1.908,,,
15.936,,,,74.352,,,,483.136,,,,71.98,,,
523.764,,,,4.312,,,,70.88,,,,79.98,,,
132.696,,,,56.686,,,,21.204,,,,12.294,,,
39.68,,,,97.968,,,,170.786,,,,15.51,,,
43.68,,,,7.872,,,,198.744,,,,55.86,,,
1573.488,,,,15.552,,,,435.168,,,,219.84,,,
3.132,,,,1.476,,,,48.58,,,,98.16,,,
22.428,,,,8.4,,,,563.94,,,,33.04,,,
92.52,,,,418.32,,,,58.248,,,,86.97,,,
47.984,,,,123.858,,,,71.246,,,,5.607,,,
11.16,,,,45.28,,,,7.872,,,,4663.736,,,
27.968,,,,15.56,,,,887.271,,,,79.984,,,
47.53,,,,19.44,,,,12.96,,,,241.96,,,
290.666,,,,3.64,,,,25.176,,,,27.72,,,
113.97,,,,18.54,,,,5.584,,,,13.392,,,
62.016,,,,41.568,,,,1297.368,,,,11.228,,,
63.2,,,,317.058,,,,18.54,,,,691.96,,,
341.96,,,,8.04,,,,679.96,,,,34.95,,,
1687.8,,,,50,,,,703.71,,,,27.18,,,
115.36,,,,228.92,,,,17.904,,,,391.98,,,
5.742,,,,582.336,,,,11.976,,,,67.4,,,
1367.84,,,,31.12,,,,67.96,,,,40.176,,,
998.82,,,,2803.92,,,,4.544,,,,12.96,,,
51.15,,,,249.584,,,,1352.032,,,,17.94,,,
3.424,,,,17.94,,,,30.4,,,,21.96,,,
34.77,,,,10.11,,,,5399.91,,,,1071,,,
46.35,,,,1099.96,,,,119.1,,,,12.07,,,
223.92,,,,103.481,,,,1568.61,,,,119.96,,,
7.3,,,,5.904,,,,17.3,,,,31.44,,,
605.88,,,,30.08,,,,160,,,,6.88,,,
,,,,36.288,,,,167.888,,,,29.328,,,
,,,,10.272,,,,11.56,,,,291.96,,,
,,,,252.8,,,,209.97,,,,14.352,,,
,,,,2.946,,,,447.84,,,,180.588,,,
,,,,95.84,,,,479.97,,,,47.984,,,
,,,,12.39,,,,8.64,,,,25.824,,,
,,,,186.15,,,,286.256,,,,160.96,,,
,,,,81.792,,,,24.224,,,,251.64,,,
,,,,47.19,,,,331.536,,,,73.176,,,
,,,,36.784,,,,17.856,,,,20.736,,,
,,,,5.904,,,,431.976,,,,39.984,,,
,,,,173.488,,,,15.232,,,,199.95,,,
,,,,51.56,,,,19.44,,,,12.96,,,
,,,,3.564,,,,7.96,,,,211.04,,,
,,,,319.984,,,,566.97,,,,594.816,,,
,,,,572.8,,,,9.84,,,,72.96,,,
,,,,32.04,,,,15.552,,,,9.248,,,
,,,,26.982,,,,1039.728,,,,17.88,,,
,,,,6.912,,,,45.96,,,,235.944,,,
,,,,435.504,,,,456.588,,,,103.056,,,
,,,,191.968,,,,4499.985,,,,72,,,
,,,,35.52,,,,59.976,,,,655.9,,,
,,,,6.23,,,,6.12,,,,603.92,,,
,,,,56.704,,,,203.92,,,,1169.694,,,
,,,,369.1992,,,,29.56,,,,40.29,,,
,,,,13.848,,,,45.248,,,,38.71,,,
,,,,577.584,,,,876.3,,,,391.98,,,
,,,,151.96,,,,185.376,,,,437.85,,,
,,,,71.12,,,,2.89,,,,859.2,,,
,,,,3.008,,,,7.896,,,,506.28,,,
,,,,184.66,,,,22.608,,,,383.96,,,
,,,,11.76,,,,30.528,,,,15.57,,,
,,,,6.732,,,,1.8,,,,199.8,,,
,,,,33.568,,,,30.828,,,,15.51,,,
,,,,15.84,,,,47.616,,,,89.9,,,
,,,,24.424,,,,108.784,,,,14.28,,,
,,,,17.12,,,,4.77,,,,12.72,,,
,,,,31.56,,,,7.98,,,,15.75,,,
,,,,105.686,,,,550.431,,,,520.464,,,
,,,,399.54,,,,10.56,,,,11.424,,,
,,,,104.93,,,,113.22,,,,31.08,,,
,,,,60.84,,,,35.88,,,,7.3,,,
,,,,35.208,,,,4535.976,,,,20.7,,,
,,,,197.72,,,,111.672,,,,488.646,,,
,,,,4297.644,,,,19.136,,,,5.56,,,
,,,,12.96,,,,45.96,,,,47.12,,,
,,,,64.68,,,,16.192,,,,8.26,,,
,,,,323.1,,,,18.936,,,,269.97,,,
,,,,668.16,,,,12.672,,,,119.96,,,
,,,,613.9992,,,,5.04,,,,10.608,,,
,,,,470.36,,,,13.38,,,,39.9,,,
,,,,12.224,,,,6.16,,,,177.55,,,
,,,,269.98,,,,915.136,,,,8.595,,,
,,,,4404.9,,,,8.56,,,,190.896,,,
,,,,274.8,,,,97.82,,,,24.448,,,
,,,,62.18,,,,242.176,,,,419.136,,,
,,,,8.28,,,,337.176,,,,71.88,,,
,,,,48.81,,,,32.4,,,,9.24,,,
,,,,10.368,,,,19.89,,,,35.88,,,
,,,,235.188,,,,399.98,,,,17.04,,,
,,,,26.376,,,,343.85,,,,931.176,,,
,,,,10.384,,,,106.32,,,,2.224,,,
,,,,107.118,,,,715.64,,,,1.744,,,
,,,,3.328,,,,268.704,,,,32.776,,,
,,,,135.99,,,,21.92,,,,147.184,,,
,,,,7.38,,,,48.72,,,,54.384,,,
,,,,173.488,,,,205.666,,,,76.776,,,
,,,,516.96,,,,30.344,,,,14.352,,,
,,,,173.208,,,,22.32,,,,209.792,,,
,,,,4.448,,,,103.6,,,,9.24,,,
,,,,9,,,,59.52,,,,10.368,,,
,,,,42.24,,,,230.28,,,,2.655,,,
,,,,18.264,,,,105.52,,,,7.968,,,
,,,,3393.68,,,,81.424,,,,27.968,,,
,,,,1085.42,,,,134.8,,,,336.51,,,
,,,,13.11,,,,90.882,,,,63.686,,,
,,,,6.36,,,,15.992,,,,239.976,,,
,,,,85.056,,,,120.784,,,,344.22,,,
,,,,79.99,,,,8.32,,,,15.552,,,
,,,,131.88,,,,89.95,,,,21.248,,,
,,,,25.032,,,,25.2,,,,8.448,,,
,,,,717.72,,,,37.59,,,,243.92,,,
,,,,207.35,,,,14.97,,,,23.34,,,
,,,,44.67,,,,1.98,,,,51.55,,,
,,,,209.7,,,,39.936,,,,35,,,
,,,,362.136,,,,18.464,,,,72.784,,,
,,,,31.05,,,,93.36,,,,97.84,,,
,,,,39.98,,,,106.08,,,,51.75,,,
,,,,49.848,,,,23.076,,,,46.672,,,
,,,,23.99,,,,25.92,,,,51.168,,,
,,,,1087.936,,,,393.25,,,,99.2,,,
,,,,199.98,,,,2.214,,,,7.98,,,
,,,,83.92,,,,706.86,,,,97.3,,,
,,,,9.872,,,,263.96,,,,11.76,,,
,,,,683.332,,,,359.97,,,,167.94,,,
,,,,29.96,,,,12.96,,,,3.89,,,
,,,,40.74,,,,116.82,,,,164.88,,,
,,,,55.264,,,,276.784,,,,159.98,,,
,,,,6.48,,,,134.272,,,,20.664,,,
,,,,34.248,,,,61.1,,,,11.646,,,
,,,,273.568,,,,10.496,,,,6.672,,,
,,,,65.584,,,,26.85,,,,91.84,,,
,,,,383.4656,,,,3357.6,,,,81.088,,,
,,,,10.368,,,,248.43,,,,19.44,,,
,,,,119.56,,,,11.648,,,,451.152,,,
,,,,140.75,,,,85.246,,,,1.44,,,
,,,,85.98,,,,41.96,,,,61.776,,,
,,,,31.5,,,,451.152,,,,241.96,,,
,,,,55.6,,,,31.504,,,,108.608,,,
,,,,,,,,562.2925,,,,1704.89,,,
,,,,,,,,11.264,,,,104.85,,,
,,,,,,,,284.08,,,,104.75,,,
,,,,,,,,18.496,,,,58.05,,,
,,,,,,,,14.73,,,,157.74,,,
,,,,,,,,186.54,,,,56.98,,,
,,,,,,,,557.728,,,,2.88,,,
,,,,,,,,159.968,,,,49.12,,,
,,,,,,,,20.16,,,,65.99,,,
,,,,,,,,239.372,,,,8.94,,,
,,,,,,,,595,,,,84.784,,,
,,,,,,,,199.75,,,,112.12,,,
,,,,,,,,227.96,,,,1575.14,,,
,,,,,,,,863.128,,,,11.808,,,
,,,,,,,,264.18,,,,9.656,,,
,,,,,,,,156.512,,,,20.736,,,
,,,,,,,,128.34,,,,27.36,,,
,,,,,,,,999.98,,,,2314.116,,,
,,,,,,,,62.82,,,,34.236,,,
,,,,,,,,44.46,,,,19.76,,,
,,,,,,,,314.088,,,,10.16,,,
,,,,,,,,185.88,,,,217.764,,,
,,,,,,,,12.96,,,,39.072,,,
,,,,,,,,82.64,,,,22.638,,,
,,,,,,,,31.02,,,,95.144,,,
,,,,,,,,89.97,,,,17.46,,,
,,,,,,,,35.97,,,,369.16,,,
,,,,,,,,1266.86,,,,15.224,,,
,,,,,,,,743.988,,,,21.984,,,
,,,,,,,,368.91,,,,1793.98,,,
,,,,,,,,8.02,,,,22.58,,,
,,,,,,,,171.04,,,,171.288,,,
,,,,,,,,19.44,,,,15.552,,,
,,,,,,,,2563.056,,,,17.92,,,
,,,,,,,,387.136,,,,83.92,,,
,,,,,,,,3.762,,,,6.63,,,
,,,,,,,,34.86,,,,371.97,,,
,,,,,,,,432.456,,,,20.64,,,
,,,,,,,,26.55,,,,19.98,,,
,,,,,,,,111.98,,,,160.93,,,
,,,,,,,,32.4,,,,75.792,,,
,,,,,,,,41.86,,,,39.92,,,
,,,,,,,,77.56,,,,61.96,,,
,,,,,,,,37.17,,,,19.936,,,
,,,,,,,,15.624,,,,87.8,,,
,,,,,,,,8.74,,,,221.382,,,
,,,,,,,,44.75,,,,5199.96,,,
,,,,,,,,11.21,,,,63.824,,,
,,,,,,,,354.9,,,,435.168,,,
,,,,,,,,17.94,,,,14.9,,,
,,,,,,,,51.8,,,,15.8,,,
,,,,,,,,7.7,,,,72.9,,,
,,,,,,,,73.36,,,,206.352,,,
,,,,,,,,186.54,,,,7.992,,,
,,,,,,,,902.712,,,,41.96,,,
,,,,,,,,120.666,,,,227.84,,,
,,,,,,,,82.26,,,,37.94,,,
,,,,,,,,29.74,,,,319.96,,,
,,,,,,,,84.784,,,,17.04,,,
,,,,,,,,241.5,,,,344.91,,,
,,,,,,,,59.97,,,,40.99,,,
,,,,,,,,13.36,,,,143.7,,,
,,,,,,,,17.184,,,,6.48,,,
,,,,,,,,137.94,,,,290.336,,,
,,,,,,,,111.15,,,,19.152,,,
,,,,,,,,901.95,,,,9.344,,,
,,,,,,,,366.009,,,,307.666,,,
,,,,,,,,105.52,,,,1115.91,,,
,,,,,,,,630.024,,,,128.744,,,
,,,,,,,,27.86,,,,79.92,,,
,,,,,,,,51.84,,,,580.672,,,
,,,,,,,,165.6,,,,18.936,,,
,,,,,,,,18.432,,,,222.384,,,
,,,,,,,,303.92,,,,50.454,,,
,,,,,,,,10.584,,,,154.764,,,
,,,,,,,,431.94,,,,4.24,,,
,,,,,,,,2.043,,,,85.52,,,
,,,,,,,,68.238,,,,103.192,,,
,,,,,,,,344.372,,,,36,,,
,,,,,,,,1554.936,,,,239.96,,,
,,,,,,,,127.88,,,,40.68,,,
,,,,,,,,222.384,,,,42.76,,,
,,,,,,,,8.928,,,,145.764,,,
,,,,,,,,2678.94,,,,10.816,,,
,,,,,,,,19.98,,,,652.45,,,
,,,,,,,,16.656,,,,66.645,,,
,,,,,,,,83.7,,,,45.888,,,
,,,,,,,,8749.95,,,,12.816,,,
,,,,,,,,36.4,,,,314.352,,,
,,,,,,,,18.69,,,,18.98,,,
,,,,,,,,165.6,,,,18.24,,,
,,,,,,,,366.744,,,,67.144,,,
,,,,,,,,8.856,,,,254.058,,,
,,,,,,,,27.96,,,,35.2,,,
,,,,,,,,146.352,,,,239.358,,,
,,,,,,,,25.584,,,,254.604,,,
,,,,,,,,73.784,,,,7.968,,,
,,,,,,,,3.64,,,,595,,,
,,,,,,,,54.992,,,,79.872,,,
,,,,,,,,12.99,,,,0.99,,,
,,,,,,,,33.36,,,,101.84,,,
,,,,,,,,13.76,,,,435.84,,,
,,,,,,,,496.86,,,,5.88,,,
,,,,,,,,389.97,,,,39.984,,,
,,,,,,,,20.24,,,,45,,,
,,,,,,,,39.92,,,,17.9,,,
,,,,,,,,32.54,,,,40.48,,,
,,,,,,,,1056.86,,,,2154.9,,,
,,,,,,,,453.576,,,,369.544,,,
,,,,,,,,45.36,,,,10.368,,,
,,,,,,,,287.88,,,,791.88,,,
,,,,,,,,131.88,,,,673.344,,,
,,,,,,,,2.328,,,,9.96,,,
,,,,,,,,1454.9,,,,11.648,,,
,,,,,,,,67.176,,,,18.176,,,
,,,,,,,,15.232,,,,59.712,,,
,,,,,,,,31.104,,,,24.84,,,
,,,,,,,,968.744,,,,904.9,,,
,,,,,,,,222.352,,,,63.312,,,
,,,,,,,,479.984,,,,96.784,,,
,,,,,,,,10.272,,,,10.476,,,
,,,,,,,,2.61,,,,209.94,,,
,,,,,,,,67.136,,,,31.984,,,
,,,,,,,,30.08,,,,5083.96,,,
,,,,,,,,165.6,,,,348.56,,,
,,,,,,,,180.96,,,,11.07,,,
,,,,,,,,39.68,,,,1504.52,,,
,,,,,,,,479.97,,,,25.92,,,
,,,,,,,,7.38,,,,37.66,,,
,,,,,,,,14.256,,,,9.46,,,
,,,,,,,,81.98,,,,27.396,,,
,,,,,,,,39.624,,,,13.456,,,
,,,,,,,,39.808,,,,46.36,,,
,,,,,,,,177.45,,,,87.92,,,
,,,,,,,,1369.764,,,,510.24,,,
,,,,,,,,9.48,,,,204.95,,,
,,,,,,,,194.352,,,,13.05,,,
,,,,,,,,704.76,,,,152.65,,,
,,,,,,,,27.396,,,,22.72,,,
,,,,,,,,0.836,,,,14.73,,,
,,,,,,,,30.96,,,,11.68,,,
,,,,,,,,49.5,,,,124.75,,,
,,,,,,,,16.52,,,,547.3,,,
,,,,,,,,55.36,,,,307.776,,,
,,,,,,,,11.56,,,,599.985,,,
,,,,,,,,8.608,,,,18.528,,,
,,,,,,,,159.56,,,,1875.258,,,
,,,,,,,,2104.55,,,,49.96,,,
,,,,,,,,40.7,,,,12.96,,,
,,,,,,,,21.21,,,,10.64,,,
,,,,,,,,231.72,,,,52.792,,,
,,,,,,,,17.9,,,,29.472,,,
,,,,,,,,12.48,,,,56.56,,,
,,,,,,,,259.896,,,,32.7,,,
,,,,,,,,247.188,,,,123.256,,,
,,,,,,,,279.96,,,,23.68,,,
,,,,,,,,450,,,,309.576,,,
,,,,,,,,115.136,,,,16.68,,,
,,,,,,,,64.384,,,,1633.188,,,
,,,,,,,,6.984,,,,8.96,,,
,,,,,,,,11.264,,,,31.5,,,
,,,,,,,,15.552,,,,30.56,,,
,,,,,,,,379.372,,,,24.368,,,
,,,,,,,,67.536,,,,91.275,,,
,,,,,,,,1.524,,,,2.072,,,
,,,,,,,,37.408,,,,328.3992,,,
,,,,,,,,25.344,,,,39.624,,,
,,,,,,,,535.41,,,,284.364,,,
,,,,,,,,73.2,,,,665.408,,,
,,,,,,,,93.248,,,,13.36,,,
,,,,,,,,177.48,,,,39.96,,,
,,,,,,,,37.68,,,,145.85,,,
,,,,,,,,51.84,,,,3.75,,,
,,,,,,,,27.42,,,,20.928,,,
,,,,,,,,5.4,,,,45.528,,,
,,,,,,,,1270.99,,,,24.55,,,
,,,,,,,,125.36,,,,4.768,,,
,,,,,,,,14.03,,,,6.672,,,
,,,,,,,,27.96,,,,4.448,,,
,,,,,,,,146.952,,,,43.936,,,
,,,,,,,,83.136,,,,15.984,,,
,,,,,,,,3.536,,,,14.352,,,
,,,,,,,,528.43,,,,683.952,,,
,,,,,,,,41.472,,,,45.696,,,
,,,,,,,,20.416,,,,1439.92,,,
,,,,,,,,1128.39,,,,262.11,,,
,,,,,,,,12.96,,,,5.184,,,
,,,,,,,,45.98,,,,478.48,,,
,,,,,,,,1294.75,,,,28.4,,,
,,,,,,,,221.98,,,,909.12,,,
,,,,,,,,341.96,,,,17.856,,,
,,,,,,,,40.48,,,,23.992,,,
,,,,,,,,207.144,,,,8.559,,,
,,,,,,,,13.9,,,,161.568,,,
,,,,,,,,33.44,,,,4.064,,,
,,,,,,,,89.97,,,,6.216,,,
,,,,,,,,31.86,,,,329.988,,,
,,,,,,,,686.4,,,,71.376,,,
,,,,,,,,185.376,,,,38.82,,,
,,,,,,,,58.924,,,,21.9,,,
,,,,,,,,50.12,,,,11199.968,,,
,,,,,,,,449.97,,,,2399.6,,,
,,,,,,,,1927.59,,,,63.9,,,
,,,,,,,,121.78,,,,52.99,,,
,,,,,,,,312.03,,,,177.225,,,
,,,,,,,,17.94,,,,333.09,,,
,,,,,,,,165.6,,,,248.98,,,
,,,,,,,,37.52,,,,36.44,,,
,,,,,,,,32.064,,,,3.168,,,
,,,,,,,,18.496,,,,579.136,,,
,,,,,,,,191.079,,,,32.7,,,
,,,,,,,,10.368,,,,31.68,,,
,,,,,,,,30.53,,,,863.88,,,
,,,,,,,,30.84,,,,11.56,,,
,,,,,,,,75.06,,,,26.4,,,
,,,,,,,,66.976,,,,69.08,,,
,,,,,,,,856.656,,,,35.88,,,
,,,,,,,,13.184,,,,3.564,,,
,,,,,,,,48.784,,,,823.96,,,
,,,,,,,,76.64,,,,10.272,,,
,,,,,,,,18.528,,,,9.762,,,
,,,,,,,,52.68,,,,13.72,,,
,,,,,,,,11.568,,,,55.2,,,
,,,,,,,,1439.968,,,,259.136,,,
,,,,,,,,1.728,,,,240.744,,,
,,,,,,,,626.1,,,,35,,,
,,,,,,,,16.74,,,,210.68,,,
,,,,,,,,4.158,,,,637.896,,,
,,,,,,,,179.991,,,,43.44,,,
,,,,,,,,273.96,,,,2.22,,,
,,,,,,,,89.97,,,,517.405,,,
,,,,,,,,756.8,,,,11.68,,,
,,,,,,,,72,,,,19.99,,,
,,,,,,,,470.155,,,,6.16,,,
,,,,,,,,2.334,,,,356.85,,,
,,,,,,,,1.728,,,,251.58,,,
,,,,,,,,159.04,,,,61.542,,,
,,,,,,,,145.98,,,,81.438,,,
,,,,,,,,135.8,,,,33.282,,,
,,,,,,,,13.488,,,,118.65,,,
,,,,,,,,11.416,,,,14.76,,,
,,,,,,,,17.64,,,,55.616,,,
,,,,,,,,17.04,,,,7.056,,,
,,,,,,,,98.328,,,,27.184,,,
,,,,,,,,20.97,,,,556.665,,,
,,,,,,,,139.96,,,,95.84,,,
,,,,,,,,37.74,,,,15.84,,,
,,,,,,,,14.82,,,,8.448,,,
,,,,,,,,191.82,,,,189.576,,,
,,,,,,,,9892.74,,,,71.96,,,
,,,,,,,,479.97,,,,44.784,,,
,,,,,,,,1115.17,,,,56.784,,,
,,,,,,,,36.48,,,,5.607,,,
,,,,,,,,90.48,,,,6.576,,,
,,,,,,,,215.976,,,,47.98,,,
,,,,,,,,65.94,,,,24,,,
,,,,,,,,16.56,,,,15.552,,,
,,,,,,,,279.95,,,,26.176,,,
,,,,,,,,318.08,,,,77.952,,,
,,,,,,,,5.8,,,,147.184,,,
,,,,,,,,276.784,,,,47.952,,,
,,,,,,,,93.032,,,,21.93,,,
,,,,,,,,454.965,,,,46.96,,,
,,,,,,,,295.4,,,,9.64,,,
,,,,,,,,623.96,,,,88.752,,,
,,,,,,,,22.05,,,,13.904,,,
,,,,,,,,99.9,,,,43.86,,,
,,,,,,,,78.759,,,,148.48,,,
,,,,,,,,9.552,,,,7.42,,,
,,,,,,,,5.344,,,,71.992,,,
,,,,,,,,301.47,,,,19.9,,,
,,,,,,,,18.656,,,,1702.12,,,
,,,,,,,,129.552,,,,20.736,,,
,,,,,,,,51.984,,,,7.168,,,
,,,,,,,,10.272,,,,11.168,,,
,,,,,,,,43.6,,,,442.4,,,
,,,,,,,,99.98,,,,97.568,,,
,,,,,,,,8.04,,,,614.272,,,
,,,,,,,,1564.29,,,,199.98,,,
,,,,,,,,19.312,,,,16.192,,,
,,,,,,,,4.338,,,,251.006,,,
,,,,,,,,11.88,,,,54.192,,,
,,,,,,,,405.86,,,,105.98,,,
,,,,,,,,680.01,,,,35.06,,,
,,,,,,,,4476.8,,,,33.94,,,
,,,,,,,,104.85,,,,30,,,
,,,,,,,,241.44,,,,5.248,,,
,,,,,,,,319.76,,,,508.768,,,
,,,,,,,,45.68,,,,9.912,,,
,,,,,,,,31.96,,,,25.12,,,
,,,,,,,,47.9,,,,2665.62,,,
,,,,,,,,1112.94,,,,189.7,,,
,,,,,,,,22.92,,,,40.99,,,
,,,,,,,,31.086,,,,23.85,,,
,,,,,,,,13.98,,,,18.24,,,
,,,,,,,,23.65,,,,27.78,,,
,,,,,,,,120.98,,,,76.58,,,
,,,,,,,,315.98,,,,8.8,,,
,,,,,,,,28.752,,,,590.352,,,
,,,,,,,,114.95,,,,5.58,,,
,,,,,,,,23.04,,,,25.02,,,
,,,,,,,,15.48,,,,452.55,,,
,,,,,,,,51.84,,,,5.32,,,
,,,,,,,,32.4,,,,975.92,,,
,,,,,,,,94.68,,,,2249.91,,,
,,,,,,,,23.67,,,,59.92,,,
,,,,,,,,1091.168,,,,3.312,,,
,,,,,,,,18.69,,,,20.136,,,
,,,,,,,,568.728,,,,8.856,,,
,,,,,,,,7.312,,,,859.2,,,
,,,,,,,,3.64,,,,19.44,,,
,,,,,,,,881.93,,,,384.592,,,
,,,,,,,,115.84,,,,168.1,,,
,,,,,,,,10.02,,,,54.336,,,
,,,,,,,,631.96,,,,83.9,,,
,,,,,,,,184.704,,,,11.76,,,
,,,,,,,,47.92,,,,155.372,,,
,,,,,,,,163.88,,,,5.56,,,
,,,,,,,,72.224,,,,15.992,,,
,,,,,,,,146.688,,,,139.86,,,
,,,,,,,,118.782,,,,307.136,,,
,,,,,,,,769.184,,,,12.39,,,
,,,,,,,,11.376,,,,41.37,,,
,,,,,,,,66.112,,,,8.56,,,
,,,,,,,,859.2,,,,52.4,,,
,,,,,,,,51.184,,,,14.94,,,
,,,,,,,,842.72,,,,11.673,,,
,,,,,,,,41.96,,,,43.5,,,
,,,,,,,,13.216,,,,26.4,,,
,,,,,,,,184.752,,,,35.88,,,
,,,,,,,,43.12,,,,361.376,,,
,,,,,,,,313.722,,,,40.776,,,
,,,,,,,,45.98,,,,199.75,,,
,,,,,,,,428.68,,,,1673.184,,,
,,,,,,,,37.94,,,,16.272,,,
,,,,,,,,61.38,,,,18.368,,,
,,,,,,,,7.072,,,,486.368,,,
,,,,,,,,14.112,,,,959.984,,,
,,,,,,,,209.148,,,,4.086,,,
,,,,,,,,1591.02,,,,55.984,,,
,,,,,,,,104.696,,,,10.688,,,
,,,,,,,,6.816,,,,7999.98,,,
,,,,,,,,35.4,,,,167.44,,,
,,,,,,,,35.88,,,,9.664,,,
,,,,,,,,12.32,,,,23.68,,,
,,,,,,,,91.475,,,,523.764,,,
,,,,,,,,31.96,,,,1359.96,,,
,,,,,,,,781.864,,,,95.976,,,
,,,,,,,,30.816,,,,143.928,,,
,,,,,,,,197.05,,,,3.564,,,
,,,,,,,,1592.85,,,,4.928,,,
,,,,,,,,11.88,,,,7.536,,,
,,,,,,,,120,,,,1.408,,,
,,,,,,,,8.67,,,,4.144,,,
,,,,,,,,26.94,,,,52.752,,,
,,,,,,,,32.13,,,,70.72,,,
,,,,,,,,2.88,,,,194.352,,,
,,,,,,,,1091.93,,,,4.3,,,
,,,,,,,,111.96,,,,2.388,,,
,,,,,,,,38.34,,,,243.992,,,
,,,,,,,,1649.75,,,,159.99,,,
,,,,,,,,93.02,,,,390.75,,,
,,,,,,,,427.644,,,,16.03,,,
,,,,,,,,40.67,,,,492.768,,,
,,,,,,,,33.48,,,,12.96,,,
,,,,,,,,9.728,,,,164.688,,,
,,,,,,,,477.666,,,,166.5,,,
,,,,,,,,6.848,,,,12.96,,,
,,,,,,,,4.626,,,,110.96,,,
,,,,,,,,453.6,,,,99.98,,,
,,,,,,,,68.432,,,,11.424,,,
,,,,,,,,132.52,,,,128.124,,,
,,,,,,,,195.64,,,,101.4,,,
,,,,,,,,51.968,,,,4.41,,,
,,,,,,,,431.976,,,,167.94,,,
,,,,,,,,224.937,,,,67.8,,,
,,,,,,,,6,,,,5.682,,,
,,,,,,,,9.648,,,,46.26,,,
,,,,,,,,31.008,,,,5.78,,,
,,,,,,,,61.12,,,,15.28,,,
,,,,,,,,24.7,,,,8.73,,,
,,,,,,,,302.72,,,,5.68,,,
,,,,,,,,239.5,,,,499.584,,,
,,,,,,,,376.866,,,,31.104,,,
,,,,,,,,282.84,,,,13.272,,,
,,,,,,,,27.72,,,,28.272,,,
