Sales 2016,Moving Average,Sales 2017,Moving Average,Sales 2018,Moving Average,Sales 2019,Moving Average,,,,,,,
58.48,310.5,37.32,176.6865,62.1,1084.05,11.68,145.2805,,,,,,,
6999.96,1919.505,35.06,168.1315,68.95,1096.5625,159.75,177.7255,,,,,,,
12.96,1918.83,2.412,21.742,296.37,601.78,41.4,56.4895,,,,,,,
112.648,1796.012,8.39,20.7955,39.98,116.85,13.92,56.6875,,,,,,,
223.056,1837.156,337.98,95.9605,9.216,103.629,63.312,69.5955,,,,,,,
23.968,93.158,56.3,101.2705,28.048,93.4035,399.95,129.6455,,,,,,,
521.96,220.408,311.15,178.455,187.056,66.075,15.192,123.0935,,,,,,,
7.83,194.2035,12.96,179.5975,33.568,64.472,58.32,134.1935,,,,,,,
159.98,178.4345,177.48,139.4725,63.94,78.153,121.536,148.7495,,,,,,,
717.72,351.8725,454.272,238.9655,60.6,86.291,2399.96,648.752,,,,,,,
102.624,247.0385,23.52,167.058,22.72,45.207,20.23,650.0115,,,,,,,
10.984,247.827,180.96,209.058,41.92,47.295,3.304,636.2575,,,,,,,
13.392,211.18,7.104,166.464,329.584,113.706,20.096,610.8975,,,,,,,
19.44,36.61,10.76,55.586,87.28,120.376,37.752,20.3455,,,,,,,
8.288,13.026,45.68,61.126,27.24,121.506,138.588,49.935,,,,,,,
345,96.53,6.7,17.561,70.56,128.666,259.92,114.089,,,,,,,
9.96,95.672,158.376,55.379,81.96,66.76,20.736,114.249,,,,,,,
797.944,290.298,3.44,53.549,151.192,82.738,298.116,179.34,,,,,,,
17.9,292.701,84.96,63.369,15.54,79.813,1649.95,557.1805,,,,,,,
3266.376,1023.045,131.98,94.689,105.552,88.561,362.352,582.7885,,,,,,,
629.064,1177.821,114.52,83.725,25.92,74.551,91.032,600.3625,,,,,,,
67.9932,995.3333,962.08,323.385,15.808,40.705,14.89,529.556,,,,,,,
10.78,993.5533,12.843,305.35575,10.368,39.412,543.92,253.0485,,,,,,,
25.78,183.4043,295.456,346.22475,63.2,28.824,23.88,168.4305,,,,,,,
2.502,26.7638,20.94,322.82975,39,32.094,26.2,152.2225,,,,,,,
132.16,42.8055,135.09,116.08225,2.907,28.86875,12.96,151.74,,,,,,,
17.904,44.5865,279.86,182.8365,556.665,165.443,234.95,74.4975,,,,,,,
124.032,69.1495,90.06,131.4875,445.96,261.133,194.848,117.2395,,,,,,,
25.128,74.806,158.99,166,36.24,260.443,9.984,113.1855,,,,,,,
170.352,84.354,291.1,205.0025,10.65,262.37875,14.98,113.6905,,,,,,,
11.52,82.758,155.88,174.0075,224.75,179.4,1145.6,341.353,,,,,,,
69.264,69.066,327.564,233.3835,280.782,138.1055,34.848,301.353,,,,,,,
236.5,121.909,1522.638,574.2955,31.984,137.0415,22,304.357,,,,,,,
36.544,88.457,173.94,545.0055,11.232,137.187,4.368,301.704,,,,,,,
11.12,88.357,34.65,514.698,1649.95,493.487,90.57,37.9465,,,,,,,
5.92,72.521,19.8,437.757,111.9,451.2665,2.896,29.9585,,,,,,,
30.18,20.941,125.93,88.58,599.165,593.06175,124.792,55.6565,,,,,,,
10.11,14.3325,89.82,67.55,46.53,601.88625,60.12,69.5945,,,,,,,
12.672,14.7205,191.96,106.8775,588.784,336.59475,33.48,55.322,,,,,,,
5.184,14.5365,21.3,107.2525,20.936,313.85375,461.97,170.0905,,,,,,,
37.296,16.3155,469.95,193.2575,33,172.3125,137.62,173.2975,,,,,,,
17.96,18.278,209.88,223.2725,249.95,223.1675,302.67,233.935,,,,,,,
5.04,16.37,102.438,200.892,86.2,97.5215,115.96,254.555,,,,,,,
208.16,67.114,199.304,245.393,122.352,122.8755,330.4,221.6625,,,,,,,
146.76,94.48,279.86,197.8705,123.92,145.6055,26.25,193.82,,,,,,,
22.96,95.73,7.38,147.2455,128.4,115.218,76.776,137.3465,,,,,,,
587.97,241.4625,438.368,231.228,61.96,109.158,89.95,130.844,,,,,,,
14.94,193.1575,139.944,216.388,17.92,83.05,54.816,61.948,,,,,,,
13.28,159.7875,133.472,179.791,1319.96,382.06,41.424,65.7415,,,,,,,
25.5,160.4225,39.66,187.861,21.552,355.348,36.792,55.7455,,,,,,,
305.9745,89.923625,113.92,106.749,58.24,354.418,56.56,47.398,,,,,,,
40.096,96.212625,447.86,183.728,80.28,370.008,36.96,42.934,,,,,,,
4.72,94.072625,265.86,216.825,179.94,85.003,17.52,36.958,,,,,,,
23.976,93.691625,67.96,223.9,26.85,86.3275,155.88,66.73,,,,,,,
479.984,137.194,10.92,198.15,323.37,152.61,285.576,123.984,,,,,,,
479.9,247.145,83.9,107.16,59.94,147.525,11.54,117.629,,,,,,,
177,290.215,19.75,45.6325,64.14,118.575,849.95,325.7365,,,,,,,
14.576,287.865,393.54,127.0275,11.67,114.78,11.01,289.519,,,,,,,
1261.33,483.2015,180.016,169.3015,12.96,37.1775,95.984,242.121,,,,,,,
130.464,395.8425,41.552,158.7145,455.97,136.185,271.96,307.226,,,,,,,
23.472,357.4605,13.12,157.057,10.44,122.76,1439.982,454.734,,,,,,,
6.57,355.459,1117.92,338.152,5.214,121.146,36.288,461.0535,,,,,,,
61.96,55.6165,163.136,333.932,383.64,213.816,54.896,450.7815,,,,,,,
1.344,23.3365,6.408,325.146,56.52,113.9535,186.54,429.4265,,,,,,,
12.42,20.5735,217.584,376.262,8,113.3435,183.372,115.274,,,,,,,
124.41,50.0335,5.43,98.1395,34.05,120.5525,51.75,119.1395,,,,,,,
88.768,56.7355,143.976,93.3495,352.38,112.7375,123.96,136.4055,,,,,,,
19.68,61.3195,883.84,312.7075,14.16,102.1475,99.87,114.738,,,,,,,
26.632,64.8725,230.352,315.8995,79.92,120.1275,39.816,78.849,,,,,,,
247.84,95.73,6.129,316.07425,17.088,115.887,16.06,69.9265,,,,,,,
9.912,76.016,643.136,440.86425,98.392,52.39,16.52,43.0665,,,,,,,
8.16,73.136,20.736,225.08825,117.96,78.34,7.968,20.091,,,,,,,
657.93,230.9605,11.696,170.42425,21.3,63.685,8.784,12.333,,,,,,,
9.24,171.3105,35.88,177.862,1040.8,319.613,3.318,9.1475,,,,,,,
4007.84,1170.7925,17.64,21.488,29.34,302.35,13.76,8.4575,,,,,,,
141.96,1204.2425,129.93,48.7865,499.95,397.8475,151.056,44.2295,,,,,,,
21.4,1045.11,69.93,63.345,3.04,393.2825,125.88,73.5035,,,,,,,
12.6,1045.95,140.736,89.559,201.96,183.5725,79.78,92.619,,,,,,,
145.98,80.485,21.488,90.521,68.64,193.3975,133.2,122.479,,,,,,,
1023.936,300.979,239.976,118.0325,100,93.41,145.74,121.15,,,,,,,
479.04,415.389,34.504,109.176,359.98,182.645,15.4,93.53,,,,,,,
8.64,414.399,20.104,79.018,815.292,335.978,115.296,102.409,,,,,,,
15.12,381.684,3.798,74.5955,10.528,321.45,824.95,275.3465,,,,,,,
60.312,140.778,7.88,16.5715,7.04,298.21,24.64,245.0715,,,,,,,
44.672,32.186,98.376,32.5395,45.24,219.525,227.88,298.1915,,,,,,,
292.1,103.051,22.38,33.1085,18.688,20.374,70.12,286.8975,,,,,,,
179.97,144.2635,98.46,56.774,11.648,20.654,79.992,100.658,,,,,,,
559.71,269.113,358.58,144.449,112.776,47.088,11.68,97.418,,,,,,,
37.84,267.405,8.016,121.859,377.45,130.1405,104.8,66.648,,,,,,,
5.472,195.748,11.12,119.044,15.936,129.4525,159.96,89.108,,,,,,,
8.544,152.8915,14.832,98.137,28.68,133.7105,13.76,72.55,,,,,,,
424.116,118.993,4.98,9.737,21.44,110.8765,63.96,85.62,,,,,,,
392.94,207.768,131.376,40.577,511.056,144.278,244.55,120.5575,,,,,,,
2.892,207.123,5.344,39.133,18.656,144.958,119.448,110.4295,,,,,,,
381.72,300.417,2003.92,536.405,11.088,140.56,118.16,136.5295,,,,,,,
137.54,228.773,32.4,543.26,66.688,151.872,707.88,297.5095,,,,,,,
730.2,313.088,1913.4,988.766,99.488,48.98,11.952,239.36,,,,,,,
1279.968,632.357,146.73,1024.1125,14.62,47.971,31.128,217.28,,,,,,,
1856.19,1000.9745,114.2,551.6825,53.984,58.695,55.76,201.68,,,,,,,
1025.88,1223.0595,2567.84,1185.5425,389.97,139.5155,24.56,30.85,,,,,,,
603.92,1191.4895,602.651,857.85525,12.96,117.8835,51.75,40.7995,,,,,,,
99.98,896.4925,7.656,823.08675,20.44,119.3385,207.184,84.8135,,,,,,,
381.44,527.805,559.93,934.51925,109.92,133.3225,1473.1,439.1485,,,,,,,
191.88,319.305,55.984,306.55525,6.38,37.425,70.08,450.5285,,,,,,,
176.772,212.518,24.588,162.0395,6.48,35.805,121.3,467.916,,,,,,,
251.964,250.514,491.55,283.013,71.088,48.467,1454.49,779.7425,,,,,,,
6.368,156.746,7.38,144.8755,11.84,23.947,177.2,455.7675,,,,,,,
257.98,173.271,23.66,136.7945,40.752,32.54,29.664,445.6635,,,,,,,
92.52,152.208,681.408,300.9995,139.96,65.91,9.184,417.6345,,,,,,,
795.408,288.069,623.96,334.102,12.96,51.378,153.584,92.408,,,,,,,
45,297.727,2.48,332.877,38.376,58.012,12.864,51.324,,,,,,,
119.976,263.226,221.024,382.218,249.584,110.22,477.51,163.2855,,,,,,,
155.372,278.939,128.058,243.8805,68.112,92.258,25.92,167.4695,,,,,,,
319.968,160.079,479.988,207.8875,16.56,93.158,20.736,134.2575,,,,,,,
11.43,151.6865,11.808,210.2195,44.4,94.664,542.94,266.7765,,,,,,,
30.44,129.3025,53.568,168.3555,20.65,37.4305,54.92,161.129,,,,,,,
12.96,93.6995,503.96,262.331,866.4,237.0025,17.52,159.029,,,,,,,
16,17.7075,21.34,147.669,481.32,353.1925,1779.9,598.82,,,,,,,
32.67,23.0175,15.51,148.5945,6.384,343.6885,219.9,518.06,,,,,,,
6.28,16.9775,146.82,171.9075,60.144,353.562,299.99,579.3275,,,,,,,
95.1,37.5125,12.96,49.1575,23.968,142.954,192.16,622.9875,,,,,,,
21.36,38.8525,824.97,250.065,638.288,182.196,242.624,238.6685,,,,,,,
10.688,33.357,5.904,247.6635,13.208,183.902,46.74,195.3785,,,,,,,
237.096,91.061,621.76,366.3985,15.528,172.748,174.95,164.1185,,,,,,,
14.94,71.021,44.43,374.266,104.85,192.9685,100.704,141.2545,,,,,,,
151.72,103.611,226.2,224.5735,12.192,36.4445,31.44,88.4585,,,,,,,
120.712,131.117,186.54,269.7325,87.168,54.9345,83.79,97.721,,,,,,,
489.92,194.323,265.86,180.7575,31.744,58.9885,59.52,68.8635,,,,,,,
19.44,195.448,27.9,176.625,132.224,65.832,31.92,51.6675,,,,,,,
16.68,161.688,31.08,127.845,581.96,208.274,17.544,48.1935,,,,,,,
155.35,170.3475,366.744,172.896,29.98,193.977,36.024,36.252,,,,,,,
187.98,94.8625,205.164,157.722,6.264,187.607,272.048,89.384,,,,,,,
10.68,92.6725,12.828,153.954,363.92,245.531,1614.582,485.0495,,,,,,,
18.464,93.1185,598.458,295.7985,109.92,127.521,24.32,486.7435,,,,,,,
611.058,207.0455,25.984,210.6085,19.44,124.886,1.584,478.1335,,,,,,,
46.384,171.6465,12.144,162.3535,11.16,126.11,31.984,418.1175,,,,,,,
362.92,259.7065,79.36,178.9865,4.672,36.298,14.76,18.162,,,,,,,
21.728,260.5225,106.32,55.952,104.58,34.963,423.648,117.994,,,,,,,
35.168,116.55,163.44,90.316,1603.136,430.887,5.76,119.038,,,,,,,
719.952,284.942,42.76,97.97,1293.488,751.469,16.68,115.212,,,,,,,
755.944,383.198,51.55,91.0175,127.95,782.2885,418.296,216.096,,,,,,,
11.98,380.761,479.952,184.4255,192.16,804.1835,97.84,134.644,,,,,,,
0.898,372.1935,212.64,196.7255,801.568,603.7915,1801.632,583.612,,,,,,,
34.74,200.8905,10.02,188.5405,368.91,372.647,50.4,592.042,,,,,,,
833.94,220.3895,144.12,211.683,885.528,562.0415,13.428,490.825,,,,,,,
12.96,220.6345,7.23,93.5025,28.28,521.0715,67.136,483.149,,,,,,,
25.92,226.89,17.44,44.7025,4912.59,1548.827,895.92,256.721,,,,,,,
111.15,245.9925,62.88,57.9175,25.06,1462.8645,462.564,359.762,,,,,,,
22.32,43.0875,290.352,94.4755,38.432,1251.0905,102.93,382.1375,,,,,,,
533.94,173.3325,971.88,335.638,21.568,1249.4125,98.16,389.8935,,,,,,,
167.94,208.8375,53.088,344.55,81.576,41.659,5.552,167.3015,,,,,,,
23.88,187.02,275.88,397.8,71.12,53.174,8.016,53.6645,,,,,,,
26.46,188.055,157.9,364.687,259.96,108.556,74.592,46.58,,,,,,,
49.12,66.85,222.384,177.313,31.56,111.054,16.784,26.236,,,,,,,
15,28.615,16,168.041,24.704,96.836,38.864,34.564,,,,,,,
194.7,71.32,11.96,102.061,59.7,93.981,4416.174,1136.6035,,,,,,,
1218.735,369.38875,138,97.086,14.52,32.621,23.36,1123.7955,,,,,,,
2.84,357.81875,6.08,43.01,104.184,50.777,71.976,1137.5935,,,,,,,
40.776,364.26275,16.4,43.11,46.53,56.2335,8.56,1130.0175,,,,,,,
52.792,328.78575,25.92,46.6,313.176,119.6025,13.92,29.454,,,,,,,
3499.93,899.0845,8.82,14.305,25.4,122.3225,2518.29,653.1865,,,,,,,
14.4,901.9745,62.496,28.409,177.48,140.6465,540.57,770.335,,,,,,,
122.97,922.523,339.96,109.299,71.976,147.008,221.056,823.459,,,,,,,
9.32,911.655,49.568,115.211,211.168,121.506,40.48,830.099,,,,,,,
122.94,67.4075,119.98,143.001,676.55,284.2935,9.94,203.0115,,,,,,,
5.248,65.1195,989.97,374.8695,154.9,278.6485,107.424,94.725,,,,,,,
38.256,43.941,339.96,374.8695,30.56,268.2945,37.91,48.9385,,,,,,,
40.24,51.671,63.98,378.4725,770.352,408.0905,88.02,60.8235,,,,,,,
29.925,28.41725,2541.98,983.9725,81.98,259.448,200.064,108.3545,,,,,,,
148.704,64.28125,20.24,741.54,387.72,317.653,21.38,86.8435,,,,,,,
1.98,55.21225,77.24,675.86,12.96,313.253,6.744,79.052,,,,,,,
19.44,50.01225,64.75,676.0525,185.58,167.06,323.1,137.822,,,,,,,
6.642,44.1915,1.872,41.0255,77.56,165.955,843.9,298.781,,,,,,,
539.92,141.9955,11.214,38.769,87.92,91.005,1496.16,667.476,,,,,,,
6.096,143.0245,37.376,28.803,245.94,149.25,2793.528,1364.172,,,,,,,
7.44,140.0245,67.36,29.4555,8.6,105.005,1000.02,1533.402,,,,,,,
604.752,289.552,54.528,42.6195,504.9,211.84,65.94,1338.912,,,,,,,
335.72,238.502,843.9,250.791,64.96,206.1,9.912,967.35,,,,,,,
251.944,299.964,449.568,353.839,13.52,147.995,10.782,271.6635,,,,,,,
52.96,311.344,5.76,338.439,458.43,260.4525,23.18,27.4535,,,,,,,
1299.99,485.1535,116.4,353.907,387.136,231.0115,387.99,107.966,,,,,,,
106.96,427.9635,4.608,144.084,328.59,296.919,2.296,106.062,,,,,,,
275.952,433.9655,10.272,34.26,14.9,297.264,19.44,108.2265,,,,,,,
725.344,602.0615,509.9575,160.309375,4158.912,1222.3845,102.72,128.1115,,,,,,,
333,360.314,122.91,161.936875,17.34,1129.9355,239.12,90.894,,,,,,,
19.3,338.399,97.568,185.176875,71.98,1065.783,40.29,100.3925,,,,,,,
251.91,332.3885,722.352,363.196875,18.48,1066.678,17.22,99.8375,,,,,,,
195.64,199.9625,9.144,237.9935,9.84,29.41,226.56,130.7975,,,,,,,
14.94,120.4475,23.136,213.05,21.12,30.355,107.88,97.9875,,,,,,,
799.92,315.6025,99.2,213.458,42.6,23.01,25.92,94.395,,,,,,,
199.9,302.6,46.9,44.595,113.94,46.875,35.96,99.08,,,,,,,
397.6,353.09,18.9,47.034,129.92,76.895,866.4,259.04,,,,,,,
88.8,371.555,569.64,183.66,5.28,72.935,35,240.82,,,,,,,
319.968,251.567,9.14,161.145,14.368,65.877,37.24,243.65,,,,,,,
41.94,212.077,1196.86,448.635,692.94,210.627,15.28,238.48,,,,,,,
13.698,116.1015,523.26,574.725,173.488,221.519,17.12,26.16,,,,,,,
250.26,156.4665,639.968,592.307,11.952,223.187,431.968,125.402,,,,,,,
70.368,94.0665,52.76,603.212,28,226.595,129.92,148.572,,,,,,,
6.58,85.2265,538.92,438.727,12.201,56.41025,568.728,286.934,,,,,,,
89.97,104.2945,3.576,308.806,2.068,13.55525,117.144,311.94,,,,,,,
42.208,52.2815,147.184,185.61,83.84,31.52725,203.52,254.828,,,,,,,
10.98,37.4345,29.9,179.895,468.9,141.75225,51.75,235.2855,,,,,,,
7.86,37.7545,2249.91,607.6425,72.48,156.822,277.4,162.4535,,,,,,,
51.45,28.1245,1053.164,870.0395,10.95,159.0425,25.16,139.4575,,,,,,,
37.056,26.8365,106.68,859.9135,191.82,186.0375,91.92,111.5575,,,,,,,
25.06,30.3565,221.96,907.9285,6.216,70.3665,83.88,119.59,,,,,,,
411.332,131.2245,236,404.451,23.616,58.1505,388.704,147.416,,,,,,,
25.92,124.842,2625.12,797.44,24.032,61.421,572.58,284.271,,,,,,,
360,205.578,17.94,775.255,2.088,13.988,33.18,269.586,,,,,,,
2807.84,901.273,422.856,825.479,4.488,13.556,32.088,256.638,,,,,,,
6.12,799.97,127.764,798.42,6,9.152,4305.552,1235.85,,,,,,,
58.2,808.04,128.744,174.326,1.908,3.621,237.096,1151.979,,,,,,,
58.05,732.5525,225.576,226.235,1474.802,371.7995,22.752,1149.372,,,,,,,
71.28,48.4125,9.54,122.906,110.096,398.2015,6.672,1143.018,,,,,,,
8.448,48.9945,5.81,92.4175,16.752,400.8895,210.008,119.132,,,,,,,
20.388,39.5415,5.76,61.6715,1537.074,784.681,314.532,138.491,,,,,,,
25.584,31.425,14.91,9.005,449.372,528.3235,4367.896,1224.777,,,,,,,
464,129.605,850.5,219.245,41.904,511.2755,49.568,1235.501,,,,,,,
235.95,186.4805,75.33,236.625,2279.96,1077.0775,161.376,1223.343,,,,,,,
39.96,191.3735,325.632,316.593,14.94,696.544,2.784,1145.406,,,,,,,
166.44,226.5875,23.344,318.7015,327.996,666.2,8.72,55.612,,,,,,,
18.84,115.2975,16.52,110.2065,161.28,696.044,24.672,49.388,,,,,,,
8.128,58.342,892.224,314.43,192.8,174.254,3.744,9.98,,,,,,,
909.72,275.782,1548.99,620.2695,32.064,178.535,646.272,170.852,,,,,,,
129.552,266.56,19.872,619.4015,201.584,146.932,10.368,171.264,,,,,,,
66.96,278.59,19.56,620.1615,354.9,195.337,192.16,213.136,,,,,,,
6.24,278.118,80.96,417.3455,81.54,167.522,9.728,214.632,,,,,,,
659.97,215.6805,25.92,36.578,167.28,201.326,3.424,53.92,,,,,,,
113.73,211.725,40.08,41.63,772.68,344.1,25.696,57.752,,,,,,,
57.23,209.2925,59.94,51.725,34.248,263.937,130.98,42.457,,,,,,,
81.92,228.2125,259.98,96.48,3.52,244.432,71.98,58.02,,,,,,,
674.058,231.7345,170.98,132.745,403.92,303.592,64.96,73.404,,,,,,,
45.84,214.762,38.97,132.4675,799.56,310.312,53.72,80.41,,,,,,,
57.68,214.8745,154.9,156.2075,563.92,442.73,1488.424,419.771,,,,,,,
271.9,262.3695,446.068,202.7295,235.152,500.638,63.84,417.736,,,,,,,
9.82,96.31,186.732,206.6675,51.016,412.412,347.97,488.4885,,,,,,,
883.92,305.83,3812.97,1150.1675,25.248,218.834,37.008,484.3105,,,,,,,
126.624,323.066,26.424,1118.0485,56.686,92.0255,5.952,113.6925,,,,,,,
58.36,269.681,625.99,1163.029,125.7,64.6625,2.896,98.4565,,,,,,,
30.816,274.93,87.8,1138.296,191.98,99.9035,198.46,61.079,,,,,,,
40.7,64.125,29.6,192.4535,20.86,98.8065,321.92,132.307,,,,,,,
302.376,108.063,1.938,186.332,110.376,112.229,879.984,350.815,,,,,,,
39.96,103.463,59.52,44.7145,55.176,94.598,28.4,357.191,,,,,,,
53.72,109.189,17.48,27.1345,57.576,60.997,230.28,365.146,,,,,,,
5.97,100.5065,13.168,23.0265,26.336,62.366,116.28,313.736,,,,,,,
60.72,40.0925,179.886,67.5135,11.744,37.708,841.568,304.132,,,,,,,
41.376,40.4465,17.52,57.0135,25.35,30.2515,354.9,385.757,,,,,,,
8187.65,2073.929,35.12,61.4235,442.372,126.4505,5.184,329.483,,,,,,,
269.36,2139.7765,25.488,64.5035,28.85,127.079,14.336,303.997,,,,,,,
30.672,2132.2645,7.56,21.422,12.42,127.248,12.672,96.773,,,,,,,
1079.976,2391.9145,60.84,32.252,428.4,228.0105,1119.888,288.02,,,,,,,
47.79,356.9495,450.04,135.982,24.75,123.605,120.576,316.868,,,,,,,
6.48,291.2295,34.6,138.26,87.71,138.32,35.168,322.076,,,,,,,
15.52,287.4415,467.97,253.3625,69.52,152.595,1137.75,603.3455,,,,,,,
77.92,36.9275,33.02,246.4075,20.784,50.691,99.68,348.2935,,,,,,,
239.84,84.94,17.088,138.1695,12.816,47.7075,5.56,319.5395,,,,,,,
471.9,201.295,3.008,130.2715,304.9,102.005,25.344,317.0835,,,,,,,
3.52,198.295,74.52,31.909,563.24,225.435,26.72,39.326,,,,,,,
36.44,187.925,7.152,25.442,661.176,385.533,21.81,19.8585,,,,,,,
23.976,133.959,8.568,23.312,239.976,442.323,91.6,41.3685,,,,,,,
123.552,46.872,32.4,30.66,17.584,370.494,47.36,46.8725,,,,,,,
170.97,88.7345,97.88,36.5,104.784,255.88,27.44,47.0525,,,,,,,
111.93,107.607,307.168,111.504,47.952,102.574,3.24,42.41,,,,,,,
4.344,102.699,26.9,116.087,650.352,205.168,9.408,21.862,,,,,,,
275.49,140.6835,12,110.987,629.184,358.068,148.02,47.027,,,,,,,
4.928,99.173,720.064,266.533,15.176,335.666,10.744,42.853,,,,,,,
1.788,71.6375,25.424,196.097,47.04,335.438,8.376,44.137,,,,,,,
15.072,74.3195,2.816,190.076,339.96,257.84,229.544,99.171,,,,,,,
12.624,8.603,3.204,187.877,156.512,139.672,638.73,221.8485,,,,,,,
169.45,49.7335,90.882,30.5815,38.08,145.398,6.672,220.8305,,,,,,,
40.68,59.4565,63.936,40.2095,113.568,162.03,689.408,391.0885,,,,,,,
23.744,61.6245,59.52,54.3855,4.928,78.272,659.9,498.6775,,,,,,,
51.56,71.3585,311.976,131.5785,14.76,42.834,569.568,481.387,,,,,,,
48.84,41.206,50.352,121.446,299.975,108.30775,149.73,517.1515,,,,,,,
214.95,84.7735,13.12,108.742,158.376,119.50975,6.208,346.3515,,,,,,,
1007.944,330.8235,241.568,154.254,14.62,121.93275,193.95,229.864,,,,,,,
122.94,348.6685,479.92,196.24,5.76,119.68275,114.9,116.197,,,,,,,
35.448,345.3205,307.136,260.436,21.48,50.059,19.99,83.762,,,,,,,
19.98,296.578,12.6,260.306,396.92,109.695,22.92,87.94,,,,,,,
25.68,51.012,159.98,239.909,17.15,110.3275,7.58,41.3475,,,,,,,
12.384,23.373,154.9,158.654,23.12,114.6675,498.26,137.1875,,,,,,,
58.416,29.115,1871.88,549.84,108.576,136.4415,314.6,210.84,,,,,,,
6.528,25.752,9.96,549.18,5.984,38.7075,283.56,276,,,,,,,
2.862,20.0475,17.9,513.66,21.96,39.91,15.072,277.873,,,,,,,
20.856,22.1655,81.96,495.425,368.97,126.3725,1199.8,453.258,,,,,,,
7.98,9.5565,272.736,95.639,12.39,102.326,1928.78,856.803,,,,,,,
73.584,26.3205,18.496,97.773,332.94,184.065,352.38,874.008,,,,,,,
137.352,59.943,441.92,203.778,8399.976,2278.569,12.192,873.288,,,,,,,
10.776,57.423,127.764,215.229,6.294,2187.9,6.57,574.9805,,,,,,,
603.92,206.408,5.04,148.305,10.368,2187.3945,23.1,98.5605,,,,,,,
431.136,295.796,76.64,162.841,122.382,2134.755,11.54,13.3505,,,,,,,
911.984,489.454,4.464,53.477,34.7,43.436,254.526,73.934,,,,,,,
674.352,655.348,3.96,22.526,99.87,66.83,12.98,75.5365,,,,,,,
23.92,510.348,344.372,107.359,37.94,73.723,26.432,76.3695,,,,,,,
10.99,405.3115,22.848,93.911,24.9,49.3525,197.97,122.977,,,,,,,
32.4,185.4155,5.984,94.291,82.26,61.2425,18.9,64.0705,,,,,,,
59.2,31.6275,861.76,308.741,13.28,39.595,1282.41,381.428,,,,,,,
39.88,35.6175,33.36,230.988,2079.4,549.96,4.92,376.05,,,,,,,
79.44,52.73,519.792,355.224,629.95,701.2225,238,386.0575,,,,,,,
87.08,66.4,31.176,361.522,72.42,698.7625,167.97,423.325,,,,,,,
105.584,77.996,10.368,148.674,871.8,913.3925,17.12,107.0025,,,,,,,
102.13,93.5585,2.724,141.015,289.568,465.9345,9.4,108.1225,,,,,,,
27.36,80.5385,254.352,74.655,39.72,318.377,74,67.1225,,,,,,,
20.56,63.9085,3.762,67.8015,244.768,361.464,201.584,75.526,,,,,,,
83.92,58.4925,10.272,67.7775,5.304,144.84,10.9,73.971,,,,,,,
4.984,34.206,5.104,68.3725,19.136,77.232,79.92,91.601,,,,,,,
10.896,30.09,4.896,6.0085,332.832,150.51,146.82,109.806,,,,,,,
76.12,43.98,145.764,41.509,10.08,91.838,16,63.41,,,,,,,
310.688,100.672,9.612,41.344,59.994,105.5105,5.588,62.082,,,,,,,
7.68,101.346,263.96,106.058,5.715,102.15525,235.92,101.082,,,,,,,
129.3,130.947,299.94,179.819,9.42,21.30225,40.68,74.547,,,,,,,
6.048,113.429,25.76,149.818,1999.96,518.77225,18.72,75.227,,,,,,,
6.848,37.469,541.24,282.725,419.9,608.74875,236.528,132.962,,,,,,,
338.352,120.137,106.32,243.315,3.15,608.1075,215.976,127.976,,,,,,,
8.552,89.95,1323.9,499.305,11.96,608.7425,1577.94,512.291,,,,,,,
136.96,122.678,125.944,524.351,563.4,249.6025,11.696,510.535,,,,,,,
1679.96,540.956,210.68,441.711,319.92,224.6075,43.1,462.178,,,,,,,
10.68,459.038,78.8,434.831,6.68,225.49,511.5,536.059,,,,,,,
176.8,501.1,19.99,108.8535,8.34,224.585,147.92,178.554,,,,,,,
149.97,504.3525,772.68,270.5375,101.94,109.22,42.616,186.284,,,,,,,
17.34,88.6975,47.952,229.8555,179.97,74.2325,24.448,181.621,,,,,,,
302.376,161.6215,0.984,210.4015,33.568,80.9545,5.96,55.236,,,,,,,
134.01,150.924,75.384,224.25,5.94,80.3545,82.56,38.896,,,,,,,
59.52,128.3115,4.608,32.232,45.36,66.2095,284.97,99.4845,,,,,,,
79.512,143.8545,37.68,29.664,211.168,74.009,419.4,198.2225,,,,,,,
18.62,72.9155,892.35,252.5055,484.704,186.793,90.801,219.43275,,,,,,,
49.632,51.821,307.666,310.576,371.976,278.302,181.764,244.23375,,,,,,,
97.82,61.396,728.82,491.629,19.296,271.786,5.56,174.38125,,,,,,,
12.96,44.758,41.36,492.549,239.666,278.9105,239.666,129.44775,,,,,,,
127.984,72.099,43.176,280.2555,22.5,163.3595,108.4,133.8475,,,,,,,
772.47,252.8085,4.16,204.379,219.84,125.3255,8.904,90.6325,,,,,,,
719.976,408.3475,61.4,37.524,698.352,295.0895,100.8,114.4425,,,,,,,
998.85,654.82,24.448,33.296,1747.25,671.9855,10.192,57.074,,,,,,,
5.67,624.2415,239.97,82.4945,54.48,679.9805,16.784,34.17,,,,,,,
764.688,622.296,16.02,85.4595,199.99,675.018,13.12,35.224,,,,,,,
10.368,444.894,27.42,76.9645,564.195,641.47875,91.96,33.014,,,,,,,
99.98,220.1765,165.98,112.3475,87.168,226.45825,1322.352,361.054,,,,,,,
66.96,235.499,75,71.105,219.84,267.79825,12.96,360.098,,,,,,,
17.248,48.639,146.544,103.736,47.97,229.79325,43.176,367.612,,,,,,,
11.88,49.017,131.904,129.857,415.176,192.5385,825.174,550.9155,,,,,,,
