Sales 2016,Profit 2016,Sales 2017,Profit 2017,Sales 2018,Profit 2018,Sales 2019,Profit 2019,,z-Test: Two Sample for Means,,
30.18,13.8828,125.93,35.2604,599.165,35.245,124.792,15.599,,,,
10.11,3.2352,89.82,25.1496,46.53,12.0978,60.12,22.2444,,,,
12.672,4.4352,191.96,51.8292,588.784,183.995,33.48,16.4052,,,,
5.184,1.8144,21.3,9.798,20.936,7.0659,461.97,133.9713,,,,
37.296,-1.0656,469.95,131.586,33,8.25,137.62,60.5528,,,,
17.96,5.837,209.88,35.6796,249.95,87.4825,302.67,72.6408,,,,
5.04,0.1512,102.438,-13.1706,86.2,24.998,115.96,25.5112,,,,
208.16,56.2032,199.304,-8.5416,122.352,13.7646,330.4,85.904,,,,
146.76,38.1576,279.86,134.3328,123.92,9.294,26.25,12.6,,,,
22.96,4.3624,7.38,-5.412,128.4,62.916,76.776,-53.7432,,,,
587.97,164.6316,438.368,38.3572,61.96,27.882,89.95,43.176,,,,
14.94,7.0218,139.944,-31.4874,17.92,8.6016,54.816,17.8152,,,,
13.28,6.3744,133.472,15.0156,1319.96,527.984,41.424,8.2848,,,,
25.5,6.63,39.66,11.898,21.552,7.0044,36.792,4.1391,,,,
305.9745,25.1979,113.92,33.0368,58.24,15.7248,56.56,15.2712,,,,
40.096,14.5348,447.86,210.4942,80.28,36.9288,36.96,11.4576,,,,
4.72,1.652,265.86,79.758,179.94,75.5748,17.52,8.4096,,,,
23.976,7.4925,67.96,12.2328,26.85,5.1015,155.88,54.558,,,,
479.984,89.997,10.92,4.914,323.37,129.348,285.576,-57.1152,,,,
479.9,81.583,83.9,22.653,59.94,28.1718,11.54,5.5392,,,,
177,30.09,19.75,5.135,64.14,30.7872,849.95,390.977,,,,
14.576,2.3686,393.54,165.2868,11.67,5.6016,11.01,5.3949,,,,
1261.33,327.9458,180.016,-15.7514,12.96,6.2208,95.984,5.999,,,,
130.464,44.0316,41.552,-19.7372,455.97,-218.8656,271.96,16.9975,,,,
23.472,8.802,13.12,1.476,10.44,-7.656,1439.982,-263.9967,,,,
6.57,-5.037,1117.92,55.896,5.214,-4.1712,36.288,12.7008,,,,
61.96,27.882,163.136,20.392,383.64,122.7648,54.896,18.5274,,,,
1.344,0.4704,6.408,-4.9128,56.52,15.8256,186.54,50.3658,,,,
12.42,4.4712,217.584,19.0386,8,3.44,183.372,-36.6744,,,,
124.41,14.9292,5.43,1.7919,34.05,9.534,51.75,24.84,,,,
88.768,31.0688,143.976,8.9985,352.38,81.0474,123.96,11.1564,,,,
19.68,6.4944,883.84,99.432,14.16,1.062,99.87,23.9688,,,,
26.632,1.3316,230.352,20.1558,79.92,27.972,39.816,7.4655,,,,
247.84,121.4416,6.129,-4.4946,17.088,1.068,16.06,4.1756,,,,
9.912,3.3453,643.136,56.2744,98.392,-11.0691,16.52,5.369,,,,
8.16,-5.712,20.736,7.2576,117.96,5.898,7.968,2.8884,,,,
657.93,-93.99,11.696,3.9474,21.3,8.733,8.784,3.1842,,,,
9.24,0.924,35.88,16.146,1040.8,281.016,3.318,-5.6406,,,,
4007.84,-50.098,17.64,8.1144,29.34,7.9218,13.76,6.3296,,,,
141.96,39.7488,129.93,12.993,499.95,174.9825,151.056,7.5528,,,,
21.4,6.206,69.93,31.4685,3.04,1.0336,125.88,60.4224,,,,
12.6,5.796,140.736,12.3144,201.96,50.49,79.78,29.5186,,,,
145.98,-99.2664,21.488,1.6116,68.64,17.16,133.2,66.6,,,,
1023.936,179.1888,239.976,26.9973,100,21,145.74,23.3184,,,,
479.04,-29.94,34.504,-15.5268,359.98,21.5988,15.4,7.392,,,,
8.64,2.4192,20.104,-16.5858,815.292,-339.705,115.296,40.3536,,,,
15.12,4.914,3.798,-6.0768,10.528,3.6848,824.95,247.485,,,,
60.312,5.2773,7.88,-3.94,7.04,3.0976,24.64,11.8272,,,,
44.672,-10.0512,98.376,35.6613,45.24,-30.16,227.88,68.364,,,,
292.1,-175.26,22.38,-7.833,18.688,2.336,70.12,21.036,,,,
179.97,86.3856,98.46,49.23,11.648,3.7856,79.992,21.9978,,,,
559.71,-121.2705,358.58,39.4438,112.776,-8.4582,11.68,5.4896,,,,
37.84,2.838,8.016,1.002,377.45,-264.215,104.8,26.2,,,,
5.472,1.8468,11.12,2.8912,15.936,5.1792,159.96,17.9955,,,,
8.544,-7.476,14.832,-10.3824,28.68,-7.17,13.76,4.644,,,,
424.116,-30.294,4.98,2.3406,21.44,7.504,63.96,19.8276,,,,
392.94,43.2234,131.376,-95.2476,511.056,-95.823,244.55,114.9385,,,,
2.892,-4.9164,5.344,1.8704,18.656,1.3992,119.448,-13.4379,,,,
381.72,-66.801,2003.92,125.245,11.088,-8.1312,118.16,-25.109,,,,
137.54,55.016,32.4,15.552,66.688,4.168,707.88,44.2425,,,,
730.2,94.926,1913.4,401.814,99.488,8.7052,11.952,4.1832,,,,
1279.968,415.9896,146.73,2.9346,14.62,6.8714,31.128,11.673,,,,
1856.19,334.1142,114.2,52.532,53.984,17.5448,55.76,7.8064,,,,
1025.88,235.9524,2567.84,770.352,389.97,132.5898,24.56,11.5432,,,,
603.92,-67.941,602.651,-163.5767,12.96,6.2208,51.75,15.525,,,,
99.98,7.9984,7.656,-13.0152,20.44,9.198,207.184,25.898,,,,
381.44,23.84,559.93,167.979,109.92,53.8608,1473.1,412.468,,,,
191.88,19.188,55.984,4.1988,6.38,2.9348,70.08,35.04,,,,
176.772,-459.6072,24.588,-18.0312,6.48,3.1104,121.3,25.473,,,,
251.964,-50.3928,491.55,240.8595,71.088,-1.7772,1454.49,378.1674,,,,
6.368,-2.5472,7.38,3.3948,11.84,4.44,177.2,83.284,,,,
257.98,74.8142,23.66,10.8836,40.752,15.282,29.664,10.0116,,,,
92.52,24.9804,681.408,42.588,139.96,-22.7435,9.184,2.87,,,,
795.408,59.6556,623.96,38.9975,12.96,6.2208,153.584,13.4386,,,,
45,4.95,2.48,1.1656,38.376,13.4316,12.864,-22.512,,,,
119.976,-17.9964,221.024,-55.256,249.584,31.198,477.51,219.6546,,,,
155.372,-35.5136,128.058,-23.7822,68.112,17.8794,25.92,12.4416,,,,
319.968,71.9928,479.988,55.9986,16.56,-2.484,20.736,7.2576,,,,
11.43,5.3721,11.808,4.1328,44.4,22.2,542.94,152.0232,,,,
30.44,14.9156,53.568,19.4184,20.65,9.499,54.92,19.7712,,,,
12.96,6.3504,503.96,50.396,866.4,225.264,17.52,5.256,,,,
16,7.68,21.34,9.8164,481.32,125.1432,1779.9,373.779,,,,
32.67,8.4942,15.51,4.3428,6.384,2.1546,219.9,59.373,,,,
6.28,2.6376,146.82,73.41,60.144,20.2986,299.99,89.997,,,,
95.1,30.432,12.96,6.2208,23.968,2.3968,192.16,92.2368,,,,
21.36,7.209,824.97,214.4922,638.288,-31.9144,242.624,27.2952,,,,
10.688,3.7408,5.904,1.9926,13.208,4.6228,46.74,11.685,,,,
237.096,20.7459,621.76,46.632,15.528,5.823,174.95,12.2465,,,,
14.94,7.0218,44.43,18.6606,104.85,50.328,100.704,37.764,,,,
151.72,27.3096,226.2,58.812,12.192,4.1148,31.44,8.4888,,,,
120.712,-18.1068,186.54,41.0388,87.168,8.7168,83.79,22.6233,,,,
489.92,0,265.86,79.758,31.744,8.3328,59.52,15.4752,,,,
19.44,9.3312,27.9,6.975,132.224,-18.1808,31.92,9.2568,,,,
16.68,8.34,31.08,8.3916,581.96,104.7528,17.544,5.9211,,,,
155.35,0,366.744,-110.0232,29.98,8.0946,36.024,11.7078,,,,
187.98,52.6344,205.164,13.6776,6.264,2.0358,272.048,30.6054,,,,
10.68,5.0196,12.828,-8.9796,363.92,0,1614.582,-1237.8462,,,,
18.464,6.924,598.458,-42.747,109.92,53.8608,24.32,9.12,,,,
611.058,-34.9176,25.984,-3.8976,19.44,9.3312,1.584,0.4752,,,,
46.384,5.2182,12.144,4.0986,11.16,4.3524,31.984,0,,,,
362.92,105.2468,79.36,23.808,4.672,0.584,14.76,4.797,,,,
21.728,7.6048,106.32,49.9704,104.58,-80.178,423.648,47.6604,,,,
35.168,9.6712,163.44,45.7632,1603.136,100.196,5.76,2.8224,,,,
719.952,71.9952,42.76,11.1176,1293.488,80.843,16.68,4.3368,,,,
755.944,66.1451,51.55,24.2285,127.95,21.7515,418.296,5.2287,,,,
11.98,-19.168,479.952,89.991,192.16,92.2368,97.84,25.4384,,,,
0.898,-1.5715,212.64,99.9408,801.568,50.098,1801.632,-337.806,,,,
34.74,17.37,10.02,4.4088,368.91,180.7659,50.4,23.184,,,,
833.94,216.8244,144.12,69.1776,885.528,-99.6219,13.428,-11.19,,,,
12.96,4.536,7.23,-5.784,28.28,7.3528,67.136,-0.8392,,,,
25.92,12.4416,17.44,1.308,4912.59,196.5036,895.92,302.373,,,,
111.15,48.906,62.88,-50.304,25.06,11.7782,462.564,97.6524,,,,
22.32,5.301,290.352,-36.294,38.432,13.4512,102.93,48.3771,,,,
533.94,154.8426,971.88,109.3365,21.568,1.6176,98.16,9.816,,,,
167.94,82.2906,53.088,-108.8304,81.576,2.0394,5.552,-1.041,,,,
23.88,10.5072,275.88,46.8996,71.12,22.0472,8.016,1.002,,,,
26.46,11.907,157.9,74.213,259.96,124.7808,74.592,-2.1312,,,,
49.12,23.0864,222.384,16.6788,31.56,10.4148,16.784,-22.2388,,,,
15,7.2,16,5.6,24.704,9.264,38.864,-99.1032,,,,
194.7,9.735,11.96,3.1096,59.7,26.865,4416.174,-630.882,,,,
1218.735,-121.8735,138,34.5,14.52,5.6628,23.36,11.68,,,,
2.84,0.8804,6.08,2.0672,104.184,33.8598,71.976,8.997,,,,
40.776,0.5097,16.4,4.756,46.53,13.0284,8.56,3.852,,,,
52.792,4.6193,25.92,12.4416,313.176,-120.0508,13.92,4.872,,,,
3499.93,909.9818,8.82,2.5578,25.4,8.636,2518.29,654.7554,,,,
14.4,6.624,62.496,21.8736,177.48,19.9665,540.57,140.5482,,,,
122.97,60.2553,339.96,122.3856,71.976,8.997,221.056,77.3696,,,,
9.32,2.7028,49.568,17.3488,211.168,18.4772,40.48,15.7872,,,,
122.94,59.0112,119.98,35.994,676.55,6.7655,9.94,3.0814,,,,
5.248,0.4592,989.97,395.988,154.9,40.274,107.424,33.57,,,,
38.256,4.782,339.96,42.495,30.56,14.9744,37.91,10.9939,,,,
40.24,13.078,63.98,21.7532,770.352,77.0352,88.02,27.2862,,,,
29.925,-21.945,2541.98,1270.99,81.98,40.1702,200.064,12.504,,,,
148.704,46.47,20.24,7.8936,387.72,-67.851,21.38,-33.139,,,,
1.98,0.891,77.24,7.724,12.96,6.3504,6.744,-11.4648,,,,
19.44,9.3312,64.75,29.1375,185.58,76.0878,323.1,61.389,,,,
6.642,-4.428,1.872,-1.3104,77.56,35.6776,843.9,371.316,,,,
539.92,47.243,11.214,-8.5974,87.92,0.8792,1496.16,224.424,,,,
6.096,-3.9624,37.376,7.4752,245.94,120.5106,2793.528,942.8157,,,,
7.44,2.604,67.36,10.104,8.6,4.042,1000.02,290.0058,,,,
604.752,60.4752,54.528,14.3136,504.9,126.225,65.94,22.4196,,,,
335.72,113.3055,843.9,371.316,64.96,-4.06,9.912,1.239,,,,
251.944,88.1804,449.568,56.196,13.52,1.69,10.782,-7.9068,,,,
52.96,20.1248,5.76,1.6128,458.43,-137.529,23.18,7.6494,,,,
1299.99,-571.9956,116.4,52.38,387.136,24.196,387.99,182.3553,,,,
106.96,31.0184,4.608,1.6704,328.59,-147.8655,2.296,-3.9032,,,,
275.952,-37.9434,10.272,1.1556,14.9,7.152,19.44,9.3312,,,,
725.344,54.4008,509.9575,41.9965,4158.912,363.9048,102.72,37.236,,,,
333,-16.65,122.91,34.4148,17.34,4.6818,239.12,77.714,,,,
19.3,-14.475,97.568,-6.098,71.98,15.1158,40.29,10.4754,,,,
251.91,47.8629,722.352,81.2646,18.48,6.006,17.22,5.166,,,,
195.64,91.9508,9.144,3.0861,9.84,2.8536,226.56,63.4368,,,,
14.94,7.0218,23.136,8.3868,21.12,6.5472,107.88,10.788,,,,
799.92,239.976,99.2,25.792,42.6,16.614,25.92,12.4416,,,,
199.9,39.98,46.9,13.132,113.94,54.6912,35.96,3.596,,,,
397.6,43.736,18.9,8.694,129.92,5.1968,866.4,225.264,,,,
88.8,44.4,569.64,148.1064,5.28,2.5344,35,16.8,,,,
319.968,35.9964,9.14,4.57,14.368,3.9512,37.24,10.7996,,,,
41.94,15.0984,1196.86,119.686,692.94,173.235,15.28,7.4872,,,,
13.698,-9.5886,523.26,125.5824,173.488,54.215,17.12,4.9648,,,,
250.26,72.5754,639.968,215.9892,11.952,4.0338,431.968,37.7972,,,,
70.368,26.388,52.76,24.2696,28,7.7,129.92,10.3936,,,,
6.58,3.0268,538.92,80.838,12.201,-9.7608,568.728,28.4364,,,,
89.97,18.8937,3.576,-2.8608,2.068,-3.4122,117.144,42.4647,,,,
42.208,13.7176,147.184,-29.4368,83.84,30.392,203.52,54.9504,,,,
10.98,2.9646,29.9,14.651,468.9,206.316,51.75,24.84,,,,
7.86,3.6156,2249.91,517.4793,72.48,30.4416,277.4,133.152,,,,
51.45,13.8915,1053.164,-105.3164,10.95,3.285,25.16,8.5544,,,,
37.056,13.896,106.68,33.0708,191.82,61.3824,91.92,31.2528,,,,
25.06,11.7782,221.96,4.4392,6.216,-9.6348,83.88,29.358,,,,
411.332,-4.8392,236,40.12,23.616,2.6568,388.704,38.8704,,,,
25.92,12.4416,2625.12,735.0336,24.032,-0.6008,572.58,34.3548,,,,
360,129.6,17.94,4.485,2.088,0.6786,33.18,11.613,,,,
2807.84,673.8816,422.856,15.8571,4.488,-6.732,32.088,11.2308,,,,
6.12,2.8764,127.764,2.8392,6,2.1,4305.552,1453.1238,,,,
58.2,28.518,128.744,12.8744,1.908,-3.2436,237.096,20.7459,,,,
58.05,26.703,225.576,22.5576,1474.802,-21.0686,22.752,7.11,,,,
71.28,34.2144,9.54,4.293,110.096,33.0288,6.672,2.085,,,,
8.448,2.9568,5.81,1.8011,16.752,5.4444,210.008,2.6251,,,,
20.388,-53.0088,5.76,1.728,1537.074,0,314.532,-83.8752,,,,
25.584,8.9544,14.91,4.6221,449.372,-12.8392,4367.896,327.5922,,,,
464,134.56,850.5,245.7,41.904,14.1426,49.568,15.49,,,,
235.95,77.8635,75.33,19.5858,2279.96,592.7896,161.376,12.1032,,,,
39.96,17.982,325.632,28.4928,14.94,6.8724,2.784,0.4176,,,,
166.44,79.8912,23.344,-1.459,327.996,54.666,8.72,2.943,,,,
18.84,-3.5325,16.52,5.369,161.28,12.096,24.672,7.71,,,,
8.128,1.4224,892.224,89.2224,192.8,55.912,3.744,1.3104,,,,
909.72,-51.984,1548.99,-464.697,32.064,11.2224,646.272,64.6272,,,,
129.552,-22.6716,19.872,6.7068,201.584,12.599,10.368,3.7584,,,,
66.96,2.6784,19.56,5.4768,354.9,88.725,192.16,67.256,,,,
6.24,3.0576,80.96,29.1456,81.54,38.3238,9.728,1.7024,,,,
659.97,197.991,25.92,12.4416,167.28,23.4192,3.424,1.07,,,,
113.73,32.9817,40.08,19.2384,772.68,108.1752,25.696,1.9272,,,,
57.23,14.3075,59.94,28.1718,34.248,11.5587,130.98,-89.0664,,,,
81.92,22.1184,259.98,88.3932,3.52,1.0208,71.98,15.1158,,,,
674.058,-19.2588,170.98,32.4862,403.92,25.245,64.96,-43.848,,,,
45.84,15.5856,38.97,4.6764,799.56,207.8856,53.72,13.9672,,,,
57.68,19.0344,154.9,69.705,563.92,7.049,1488.424,-297.6848,,,,
271.9,78.851,446.068,0,235.152,-47.0304,63.84,16.5984,,,,
9.82,3.2406,186.732,41.496,51.016,15.9425,347.97,100.9113,,,,
883.92,-110.49,3812.97,1906.485,25.248,7.89,37.008,11.565,,,,
126.624,41.1528,26.424,9.5787,56.686,-14.5764,5.952,0.372,,,,
58.36,-24.803,625.99,187.797,125.7,35.196,2.896,0.9774,,,,
30.816,2.6964,87.8,32.925,191.98,51.8346,198.46,99.23,,,,
40.7,11.803,29.6,9.25,20.86,1.4602,321.92,96.576,,,,
302.376,37.797,1.938,-1.3566,110.376,-20.2356,879.984,329.994,,,,
39.96,-23.976,59.52,15.4752,55.176,15.8631,28.4,8.236,,,,
53.72,15.0416,17.48,8.2156,57.576,21.591,230.28,23.028,,,,
5.97,-4.577,13.168,4.6088,26.336,9.2176,116.28,56.9772,,,,
60.72,23.6808,179.886,-2.5698,11.744,3.8168,841.568,294.5488,,,,
41.376,3.1032,17.52,6.3072,25.35,7.605,354.9,17.745,,,,
8187.65,327.506,35.12,13.17,442.372,-729.9138,5.184,1.8144,,,,
269.36,70.0336,25.488,4.779,28.85,14.425,14.336,0.896,,,,
30.672,9.585,7.56,0.3024,12.42,4.4712,12.672,3.96,,,,
1079.976,125.9972,60.84,19.4688,428.4,89.964,1119.888,209.979,,,,
47.79,16.2486,450.04,58.5052,24.75,10.89,120.576,33.1584,,,,
6.48,3.1752,34.6,16.608,87.71,41.2237,35.168,11.4296,,,,
15.52,4.5008,467.97,140.391,69.52,17.38,1137.75,250.305,,,,
77.92,34.2848,33.02,15.8496,20.784,-4.6764,99.68,32.396,,,,
239.84,64.7568,17.088,1.068,12.816,4.1652,5.56,1.4456,,,,
471.9,155.727,3.008,0.3384,304.9,143.303,25.344,7.92,,,,
3.52,1.6896,74.52,35.0244,563.24,56.324,26.72,9.352,,,,
36.44,12.0252,7.152,0.7152,661.176,-231.4116,21.81,5.8887,,,,
23.976,-14.3856,8.568,-14.5656,239.976,17.9982,91.6,26.564,,,,
123.552,-29.3436,32.4,15.876,17.584,-4.1762,47.36,17.76,,,,
170.97,70.0977,97.88,48.94,104.784,-14.4078,27.44,2.401,,,,
111.93,34.6983,307.168,30.7168,47.952,16.7832,3.24,-5.184,,,,
4.344,0.8688,26.9,13.181,650.352,-97.5528,9.408,0.7056,,,,
275.49,-170.8038,12,4.2,629.184,228.0792,148.02,41.4456,,,,
4.928,1.7248,720.064,-63.0056,15.176,5.3116,10.744,0.8058,,,,
1.788,-3.0396,25.424,-4.767,47.04,15.9936,8.376,2.7222,,,,
15.072,-3.768,2.816,0.3168,339.96,42.495,229.544,83.2097,,,,
12.624,-2.5248,3.204,-2.5632,156.512,-35.2152,638.73,166.0698,,,,
169.45,42.3625,90.882,15.147,38.08,-29.512,6.672,2.1684,,,,
40.68,0.4068,63.936,6.3936,113.568,12.7764,689.408,77.5584,,,,
23.744,8.3104,59.52,15.4752,4.928,1.7248,659.9,217.767,,,,
51.56,-6.445,311.976,38.997,14.76,4.2804,569.568,7.1196,,,,
48.84,13.1868,50.352,17.6232,299.975,-167.986,149.73,43.4217,,,,
214.95,-120.372,13.12,2.132,158.376,-36.9544,6.208,0.6984,,,,
1007.944,75.5958,241.568,-15.098,14.62,6.7252,193.95,9.6975,,,,
122.94,30.735,479.92,41.993,5.76,2.8224,114.9,39.066,,,,
35.448,12.8499,307.136,-11.5176,21.48,10.5252,19.99,6.7966,,,,
19.98,5.1948,12.6,5.796,396.92,198.46,22.92,8.022,,,,
25.68,-39.804,159.98,57.5928,17.15,4.6305,7.58,2.9562,,,,
12.384,-19.8144,154.9,69.705,23.12,7.803,498.26,134.5302,,,,
58.416,16.7946,1871.88,561.564,108.576,-25.3344,314.6,103.818,,,,
6.528,-4.5696,9.96,4.8804,5.984,-1.3464,283.56,45.3696,,,,
2.862,-2.2896,17.9,3.401,21.96,6.1488,15.072,4.1448,,,,
20.856,-16.6848,81.96,0,368.97,81.1734,1199.8,323.946,,,,
7.98,2.0748,272.736,-64.7748,12.39,3.4692,1928.78,829.3754,,,,
73.584,8.2782,18.496,6.7048,332.94,9.9882,352.38,81.0474,,,,
137.352,8.5845,441.92,49.716,8399.976,1119.9968,12.192,4.1148,,,,
10.776,-4.8492,127.764,-191.646,6.294,-4.196,6.57,1.7739,,,,
603.92,45.294,5.04,1.764,10.368,3.6288,23.1,6.468,,,,
431.136,-26.946,76.64,26.824,122.382,-24.4764,11.54,3.462,,,,
911.984,113.998,4.464,1.674,34.7,12.492,254.526,-93.3262,,,,
674.352,-109.5822,3.96,-6.93,99.87,23.9688,12.98,3.7642,,,,
23.92,11.7208,344.372,-93.4724,37.94,18.2112,26.432,8.9208,,,,
10.99,4.2861,22.848,7.4256,24.9,11.454,197.97,57.4113,,,,
32.4,15.552,5.984,2.244,82.26,33.7266,18.9,9.072,,,,
59.2,22.2,861.76,249.9104,13.28,6.3744,1282.41,213.735,,,,
39.88,11.1664,33.36,16.68,2079.4,582.232,4.92,2.214,,,,
79.44,28.5984,519.792,-112.6216,629.95,176.386,238,38.08,,,,
87.08,24.3824,31.176,-5.4558,72.42,23.8986,167.97,40.3128,,,,
105.584,9.2386,10.368,3.6288,871.8,87.18,17.12,7.704,,,,
102.13,15.3195,2.724,-1.9068,289.568,10.8588,9.4,2.726,,,,
27.36,7.3872,254.352,0,39.72,4.4685,74,37,,,,
20.56,9.6632,3.762,-2.7588,244.768,24.4768,201.584,12.599,,,,
83.92,31.47,10.272,3.21,5.304,0.4641,10.9,2.834,,,,
4.984,-8.4728,5.104,1.6588,19.136,5.98,79.92,37.5624,,,,
10.896,3.405,4.896,-3.4272,332.832,-24.9624,146.82,73.41,,,,
76.12,22.0748,145.764,-247.7988,10.08,3.276,16,5.6,,,,
310.688,108.7408,9.612,-7.3692,59.994,-12.9987,5.588,-15.0876,,,,
7.68,-11.52,263.96,76.5484,5.715,-4.7625,235.92,-44.235,,,,
129.3,6.465,299.94,128.9742,9.42,-7.85,40.68,-7.119,,,,
6.048,-1.3608,25.76,0.5152,1999.96,899.982,18.72,6.552,,,,
6.848,2.14,541.24,5.4124,419.9,197.353,236.528,-2.9566,,,,
338.352,4.2294,106.32,49.9704,3.15,1.512,215.976,-2.6997,,,,
8.552,-13.6832,1323.9,383.931,11.96,5.8604,1577.94,757.4112,,,,
136.96,51.36,125.944,15.743,563.4,67.608,11.696,3.9474,,,,
1679.96,125.997,210.68,50.5632,319.92,118.3704,43.1,11.206,,,,
10.68,4.0584,78.8,1.576,6.68,3.2064,511.5,132.99,,,,
176.8,22.984,19.99,6.7966,8.34,2.2518,147.92,46.225,,,,
149.97,52.4895,772.68,108.1752,101.94,30.582,42.616,-68.1856,,,,
17.34,8.4966,47.952,16.1838,179.97,86.3856,24.448,8.8624,,,,
302.376,22.6782,0.984,-1.476,33.568,11.7488,5.96,1.6688,,,,
134.01,36.1827,75.384,-20.7306,5.94,0,82.56,28.896,,,,
59.52,15.4752,4.608,1.6704,45.36,21.7728,284.97,85.491,,,,
79.512,20.8719,37.68,16.956,211.168,23.7564,419.4,201.312,,,,
18.62,5.3998,892.35,267.705,484.704,-84.8232,90.801,14.1246,,,,
49.632,16.7508,307.666,28.9568,371.976,116.2425,181.764,-8.0784,,,,
97.82,45.9754,728.82,29.1528,19.296,6.03,5.56,2.224,,,,
12.96,6.2208,41.36,13.959,239.666,14.098,239.666,14.098,,,,
127.984,25.5968,43.176,15.1116,22.5,10.8,108.4,-105.69,,,,
772.47,146.7693,4.16,1.7472,219.84,107.7216,8.904,3.339,,,,
719.976,134.9955,61.4,28.858,698.352,52.3764,100.8,21.42,,,,
998.85,-199.77,24.448,8.8624,1747.25,629.01,10.192,3.185,,,,
5.67,0.1134,239.97,86.3892,54.48,15.2544,16.784,-0.2098,,,,
764.688,95.586,16.02,6.0876,199.99,85.9957,13.12,3.772,,,,
10.368,3.6288,27.42,9.3228,564.195,-304.6653,91.96,39.5428,,,,
99.98,7.9984,165.98,74.691,87.168,8.7168,1322.352,-99.1764,,,,
66.96,-13.392,75,18,219.84,79.692,12.96,6.2208,,,,
17.248,6.0368,146.544,47.6268,47.97,14.8707,43.176,15.1116,,,,
11.88,5.346,131.904,47.8152,415.176,134.9322,825.174,-117.882,,,,
35.44,16.6568,203.88,20.388,35.232,11.4504,17.76,5.55,,,,
4.32,1.512,14.301,-10.4874,54.96,26.9304,6.912,0.864,,,,
14.94,7.0218,718.64,-161.694,519.68,58.464,8.256,0.6192,,,,
40.54,11.3512,39.92,12.974,273.92,99.296,25.56,-20.448,,,,
7.312,2.5592,77.58,20.1708,30,14.4,4.368,-3.0576,,,,
475.944,59.493,5.76,2.8224,25.92,12.7008,11.52,3.744,,,,
3610.848,135.4068,8.26,3.7996,159.92,31.984,487.984,152.495,,,,
15.56,4.0456,2973.32,334.4985,34.944,3.0576,5.56,1.7375,,,,
254.9745,11.9988,104.79,29.3412,10.47,4.8162,217.85,65.355,,,,
43.31,4.331,775.728,58.1796,11.07,5.2029,19.04,-1.428,,,,
174.95,45.487,2.934,-4.9878,20.704,7.764,54.32,0.5432,,,,
826,214.76,18.528,4.4004,50.496,8.2056,13.344,4.3368,,,,
12.39,5.8233,670.752,-125.766,113.76,44.3664,1478.272,92.392,,,,
5.7,2.679,72.78,-70.9605,579.51,81.1314,14.82,6.9654,,,,
12.54,4.5144,36.84,17.3148,150.66,6.0264,421.1,105.275,,,,
7.3,2.19,87.71,41.2237,48.032,15.6104,97.184,6.074,,,,
29,7.25,293.52,76.3152,121.96,20.7332,10.368,3.6288,,,,
47.496,-1.1874,307.98,89.3142,8.74,2.2724,30.384,3.798,,,,
94.99,28.497,96.96,33.936,61.96,27.882,11.808,4.1328,,,,
48.94,24.47,117.488,41.1208,7.96,3.7412,88.074,-58.716,,,,
22.66,9.7438,11.952,4.1832,275.24,121.1056,2.78,0.7228,,,,
9.24,4.4352,512.499,-30.147,253.764,31.0156,147.184,-29.4368,,,,
118.16,-25.109,277.5,-188.7,29.24,9.8685,89.568,-1.1196,,,,
29.99,6.2979,1252.704,-480.2032,35.168,-8.3524,71.96,7.196,,,,
8.016,1.1022,110.97,-24.0435,1362.9,-19.47,15.552,5.4432,,,,
3.38,1.5548,7.824,2.934,7.712,2.7956,47.94,2.397,,,,
4.71,0,170.072,-12.148,4.176,1.305,37.68,2.355,,,,
94.428,-42.4926,19.44,9.3312,38.88,18.6624,279.944,80.4839,,,,
3.52,1.6896,7.38,3.6162,93.456,-17.523,478.08,133.8624,,,,
79.968,-17.9928,6.048,-4.2336,344.94,31.0446,73.008,26.4654,,,,
87.96,7.6965,98.352,9.8352,14.76,4.2804,1577.94,757.4112,,,,
344.91,10.3473,335.744,25.1808,12.76,5.8696,7.857,-6.0237,,,,
186.304,13.9728,8.96,4.3904,58.48,27.4856,29.24,9.8685,,,,
64.96,9.744,67.15,16.7875,8.32,2.808,15.552,5.4432,,,,
14.62,6.8714,549.98,142.9948,9.98,2.7944,4.896,1.6524,,,,
22.55,8.7945,11.82,4.728,35.445,-24.1026,13.48,1.8872,,,,
583.8,72.975,4643.8,2229.024,269.97,-386.957,25.16,10.5672,,,,
211.168,15.8376,577.764,115.5528,45.12,-7.896,126.56,47.46,,,,
1799.97,239.996,191.5155,-76.6062,100.8,21.42,19.76,8.2992,,,,
5.544,1.6632,2.624,0.4264,47.968,4.1972,113.52,46.5432,,,,
18.9,8.694,1369.764,-913.176,32.48,4.872,135.3,37.884,,,,
26.72,9.352,294.368,-58.8736,17499.95,8399.976,161.568,-28.2744,,,,
33.488,10.465,6.336,-4.6464,735.98,331.191,81.568,7.1372,,,,
386.34,54.0876,10.48,3.799,34.37,16.8413,80.96,34.8128,,,,
70.95,18.447,2.469,-1.8106,33.96,9.5088,455.712,34.1784,,,,
65.568,23.7684,3.264,-2.2848,197.97,53.4519,25.98,7.2744,,,,
111.79,43.5981,70.97,-191.619,146.04,-12.7785,16.9,7.774,,,,
67.15,16.7875,36.784,3.6784,27.88,3.9032,39.96,18.7812,,,,
123.92,55.764,11.212,-16.818,20.7,1.656,765.625,-566.5625,,,,
136.53,-52.3365,4.712,-1.8848,11.34,5.2164,258.528,-47.3968,,,,
